Apple,0,0
Chapathi,0,0
Chicken Gravy,0,0
Fries,0,1
Idli,0,0
Pizza,0,0
Rice,0,0
Soda,0,0
Tomato,0,0
Vada,0,0
banana,0,0
burger,0,0
